,quote,movie,type,year,poster_link
343,And a hero is a person who resigns to be forgotten as we forget the dead for revolution.,Gie,movie,2005,
344,"If you want to know what a man’s like, take a good look at how he treats his inferiors, not his equals.",Harry Potter and the Goblet of Fire,movie,2005,"https://m.media-amazon.com/images/M/MV5BMTI1NDMyMjExOF5BMl5BanBnXkFtZTcwOTc4MjQzMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
345,Did you ever hear the tragedy of Darth Plagueis The Wise? I thought not. It's not a story the Jedi would tell you. It's a Sith legend.,Star Wars: Episode III – Revenge of the Sith,movie,2005,
346,I am the Jewish James Bond!,Munich,movie,2005,
347,Why do we fall? So we can learn to pick ourselves up.,Batman begins,movie,2005,"https://m.media-amazon.com/images/M/MV5BOTY4YjI2N2MtYmFlMC00ZjcyLTg3YjEtMDQyM2ZjYzQ5YWFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
348,"If you want to know what a man's like,take a good look at how he treats his inferiors.",Harry Potter and the Goblet of Fire,movie,2005,"https://m.media-amazon.com/images/M/MV5BMTI1NDMyMjExOF5BMl5BanBnXkFtZTcwOTc4MjQzMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
349,You know how I know that you're gay?,The 40-Year-Old Virgin,movie,2005,
350,Life is not the amount of breaths you take. It’s the moments that take your breath away.,Hitch,movie,2005,
351,I wish I knew how to quit you.,Brokeback Mountain,movie,2005,"https://m.media-amazon.com/images/M/MV5BMTY5NTAzNTc1NF5BMl5BanBnXkFtZTYwNDY4MDc3._V1_UX67_CR0,0,67,98_AL_.jpg"
352,I am the senate!,Star Wars: Episode III – Revenge of the Sith,movie,2005,
353,"It's not who I am underneath, but what I do that defines me",Batman Begins,movie,2005,"https://m.media-amazon.com/images/M/MV5BOTY4YjI2N2MtYmFlMC00ZjcyLTg3YjEtMDQyM2ZjYzQ5YWFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
354,Didn't I tell you about the football field in the bathroom cupboard?,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",movie,2005,
355,Why do we fall sir? So that we can learn to pick ourselves up.,Batman Begins,movie,2005,"https://m.media-amazon.com/images/M/MV5BOTY4YjI2N2MtYmFlMC00ZjcyLTg3YjEtMDQyM2ZjYzQ5YWFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
356,What's comin' will come and we'll meet it when it does.,Harry Potter and the Goblet of Fire,movie,2005,"https://m.media-amazon.com/images/M/MV5BMTI1NDMyMjExOF5BMl5BanBnXkFtZTcwOTc4MjQzMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
357,"Happiness is the most insidious prison of all, Evey.",V for Vendetta,movie,2005,"https://m.media-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
358,All's fair in Love and Basketball baby,Love and Basketball,movie,2005,
359,"Be it a stone or a grain of sand, in water they both sink.",OldBoy,movie,2005,
360,They don't know that we know they know we know.,Friends,tv,2005,
361,That's what she said.,The Office,tv,2005,
362,"I'm sorry father, for you there is only death. But our destiny is life!",The Fountain,movie,2006,
363,"If you ain't first, you're last.",Taladega Nights,movie,2006,
364,"Walk that walk and go forward all the time. Don't just talk that talk, walk it and go forward. Also, the walk didn't have to be long strides; baby steps counted too. Go forward.",The Pursuit of Happyness,movie,2006,"https://m.media-amazon.com/images/M/MV5BMTQ5NjQ0NDI3NF5BMl5BanBnXkFtZTcwNDI0MjEzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
365,"I can't really remember when I last had any hope, and I certainly can't remember when anyone else did either. Because really, since women stopped being able to have babies, what's left to hope for?",Children Of Men,movie,2006,"https://m.media-amazon.com/images/M/MV5BMTQ5NTI2NTI4NF5BMl5BanBnXkFtZTcwNjk2NDA2OQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
366,"Y'know that ringing in your ears? That 'eeeeeeeeee'? That's the sound of the ear cells dying, like their swan song. Once it's gone you'll never hear that frequency again. Enjoy it while it lasts.",Children Of Men,movie,2006,"https://m.media-amazon.com/images/M/MV5BMTQ5NTI2NTI4NF5BMl5BanBnXkFtZTcwNjk2NDA2OQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
367,Life’s simple. You make choices and you don’t look back.,The Fast and The Furious: Tokyo Drift,movie,2006,
368,I'm gonna say what any man with two penises would say when his tailor asks him if he dresses right or left... Yes.,Lucky Number Slevin,movie,2006,"https://m.media-amazon.com/images/M/MV5BZjczMWI1YWMtYTZjOS00ZDc5LWE2MWItMTY3ZGUxNzFkNjJmL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
369,"People can't do somethin' themselves, they wanna tell you you can't do it. If you want somethin', go get it. Period. ",The pursuit of Happyness,movie,2006,"https://m.media-amazon.com/images/M/MV5BMTQ5NjQ0NDI3NF5BMl5BanBnXkFtZTcwNDI0MjEzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
370,Speed. I am speed.,Cars,movie,2006,
371,I'm just one stomach flu away from my goal weight.,Devil wears Prada,movie,2006,
372,Float like a cadillac sting like a beemer.,Cars,movie,2006,
373,The world is your oyester. It's up to you to find the pearls.,The Pursuit of Happyness,movie,2006,"https://m.media-amazon.com/images/M/MV5BMTQ5NjQ0NDI3NF5BMl5BanBnXkFtZTcwNDI0MjEzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
374,Florals? For Spring. Groundbreaking.,The Devil Wears Prada,movie,2006,
375,"Nobody is gonna hit as hard as life, but it ain’t how hard you can hit. It’s how hard you can get hit and keep moving forward. It’s how much you can take, and keep moving forward. That’s how winning is done.",Rocky Balboa,movie,2006,
376,Very nice!,Borat,movie,2006,
377,I have had it with these motherfuckin' snakes on this motherfuckin' plane!,Snakes on a Plane,movie,2006,
378,"Don’t ever let somebody tell you, you can’t do something. Not even me. Alright?",The Pursuit of Happyness,movie,2006,"https://m.media-amazon.com/images/M/MV5BMTQ5NjQ0NDI3NF5BMl5BanBnXkFtZTcwNDI0MjEzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
379,Death is the road to awe.,The Fountain,movie,2006,
380,"The past can't hurt you anymore, unless you let it.",V for Vendetta,movie,2006,"https://m.media-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
381,This is Sparta!,300,movie,2006,"https://m.media-amazon.com/images/M/MV5BNWMxYTZlOTUtZDExMi00YzZmLTkwYTMtZmM2MmRjZmQ3OGY4XkEyXkFqcGdeQXVyMTAwMzUyMzUy._V1_UX67_CR0,0,67,98_AL_.jpg"
382,"That's the beauty of argument. When you argue correctly, you're never wrong.",Thank You for Smoking,movie,2006,
383,"Dear 8-pound, 6-ounce newborn infant Jesus...",Talledega Nights: The Ballad of Ricky Bobby,movie,2006,
384,Are you watching closely?,The Prestige,movie,2006,"https://m.media-amazon.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2._V1_UX67_CR0,0,67,98_AL_.jpg"
385,Dreams remind us what reality is.,A Scanner Darkly,movie,2006,
386,TIA This is Africa,Blood Diamond,movie,2006,"https://m.media-amazon.com/images/M/MV5BZDMxOGZhNWYtMzRlYy00Mzk5LWJjMjEtNmQ4NDU4M2QxM2UzXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg"
387,"When you're looking for a cancer kid, he should be hopeless. He should have a wheelchair, he should have trouble talking, he should have a little pet goldfish in a Zip-lock bag, hopeless.",Thank You for Smoking,movie,2006,
388,"You got a dream... You gotta protect it. People can't do somethin' themselves, they wanna tell you you can't do it. If you want somethin', go get it. Period.",The Pursuit of Happyness,movie,2006,"https://m.media-amazon.com/images/M/MV5BMTQ5NjQ0NDI3NF5BMl5BanBnXkFtZTcwNDI0MjEzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
389,Give Them Nothing... But take from Them Everything!,300,movie,2007,"https://m.media-amazon.com/images/M/MV5BNWMxYTZlOTUtZDExMi00YzZmLTkwYTMtZmM2MmRjZmQ3OGY4XkEyXkFqcGdeQXVyMTAwMzUyMzUy._V1_UX67_CR0,0,67,98_AL_.jpg"
390,"If we admit that human life can be ruled by reason, then all possibility of life is destroyed.",Into the Wild,movie,2007,"https://m.media-amazon.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
391,"The woods are lovely, dark and deep, and I have promises to keep and miles to go before I sleep. Did you hear me butterfly? Miles to go before you sleep.",Death Proof,movie,2007,
392,I read somewhere... how important it is in life not necessarily to be strong... but to feel strong.,Into the Wild,movie,2007,"https://m.media-amazon.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
393," Spider-Pig, Spider-Pig. Does whatever a Spider-Pig does. Can he swing from a web? No he can't, he's a pig. Look out! He is a Spider-Pig!",The Simpsons movie,movie,2007,
394,"When you want something in life, you just gotta reach out and grab it.",Into the Wild,movie,2007,"https://m.media-amazon.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
395,"...And I also know how important it is in life not necessarily to be strong but to feel strong. To measure yourself at least once. To find yourself at least once in the most ancient of human conditions. Facing the blind death stone alone, with nothing to help you but your hands and your own head",Into the Wild,movie,2007,"https://m.media-amazon.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
396,"Anyway, my mum always said things we lose have a way of coming back to us in the end, if not always in the way we expect.",Harry potter and the Order of the Phoenix,movie,2007,
397,"They all deserve to die. Even you, Mrs. Lovett. Even I. Because the lives of the wicked should be made brief. For the rest of us death would be relief.",Sweeney Todd: The Demon Barber of Fleet Street ,movie,2007,
398,"As long as the concept of winners exists, there must also be losers.",Naruto Shippuden,anime,2007,
399,We’ve all got both light and darkness inside us. What matters is the part we choose to act on. That’s who we really are.,Harry Potter and the Order of the Phoenix,movie,2007,
400,"Not anyone can become a great artist, but a great artist can come from anywhere.",Ratatouille,movie,2007,"https://m.media-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
401,Happiness is only real when shared,Into the Wild,movie,2007,"https://m.media-amazon.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
402,Bazinga!,The Big Bang theory,tv,2007,
403,What's the most you ever lost on a coin toss?,No Country for Old Men,movie,2007,"https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
404,"There's no room for softness... not in Sparta. No place for weakness. Only the hard and strong may call themselves Spartans. Only the hard, only the strong.",300,movie,2007,"https://m.media-amazon.com/images/M/MV5BNWMxYTZlOTUtZDExMi00YzZmLTkwYTMtZmM2MmRjZmQ3OGY4XkEyXkFqcGdeQXVyMTAwMzUyMzUy._V1_UX67_CR0,0,67,98_AL_.jpg"
405,I never realized how much I loved being home unless I'd been somewhere really different for awhile.,Juno,movie,2007,
406,We've all got both light and darkness inside us. What matters is the part we choose to act on. That's who we really are.,Harry Potter and the Order of the Phoenix,movie,2007,
407,"These are desperate times, Mrs Lovett. And desperate measures are called for.",Sweeney Todd: The Demon Barber of Fleet Street,movie,2007,
408,"I'm already pregnant. So, what other shenanigans could I get myself into?",Juno,movie,2007,
409,"Music's the only thing that makes sense anymore, man. Play it loud enough, it keeps the demons at bay.",Across the Universe,movie,2007,
410,"Some people feel like they don't deserve love. They walk away quietly into empty spaces, trying to close the gaps of the past.",Into the Wild,movie,2007,"https://m.media-amazon.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
411,"But when you forgive, you love. And when you love, God's light shines through you.",Into the Wild,movie,2007,"https://m.media-amazon.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
412,"Sometimes, informations is more dangerous than weapons",Naruto Shippuden,movie,2007,
413, It's not about what I want. It's about what's fair!,The Dark Knight,movie,2008,"https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
414," About three things I was absolutely certain. First, Edward was a vampire. Second, there was part of him-and I didn't know how potent that part might be- that thirsted for my blood. and third, I was unconditionally and irrevocably in love with him.",Twilight,movie,2008,
415,Some men just want to watch the world burn. ,The Dark Knight,movie,2008,"https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
416,"It is within my power to drastically change his cirumstances, but I don't want to give that man a gift he doesn't deserve.",Seven Pounds,movie,2008,"https://m.media-amazon.com/images/M/MV5BMTU0NzY0MTY5OF5BMl5BanBnXkFtZTcwODY3MDEwMg@@._V1_UY98_CR3,0,67,98_AL_.jpg"
417,I don't know what kind of gun this is. I only know the sound it makes when it kills a man.,Tropic Thunder,movie,2008,
418,"Sometimes the truth isn’t good enough, sometimes people deserve more. Sometimes people deserve to have their faith rewarded    ",The Dark Knight,movie,2008,"https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
419,It's not about money...it’s about sending a message. Everything burns!,The Dark Knight,movie,2008,"https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
420,"If you let my daughter go now, that'll be the end of it. I will not look for you, I will not pursue you. But if you don't, I will look for you, I will find you, and I will kill you.",Taken,movie,2008,"https://m.media-amazon.com/images/M/MV5BMTM4NzQ0OTYyOF5BMl5BanBnXkFtZTcwMDkyNjQyMg@@._V1_UX67_CR0,0,67,98_AL_.jpg"
421,There is no secret ingredient. It’s just you.,Kung Fu Panda,movie,2008,
422,Why so serious?,The Dark Knight,movie,2008,"https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
423,"You either die a hero, or you live long enough to see yourself become the villain.",Batman: The Dark Knight,movie,2008,
424,Give me a scotch!,Iron Man,movie,2008,"https://m.media-amazon.com/images/M/MV5BMTczNTI2ODUwOF5BMl5BanBnXkFtZTcwMTU0NTIzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
425,I don't read the script. The script reads me.,Tropic Thunder,movie,2008,
426,Me? I know who I am. I'm a dude playing a dude disguised as another dude.,Tropic Thunder,movie,2008,
427,May the odds ever be in your favor.,The Hunger Games,movie,2008,
428,Don't talk like you're one of them,The Dark knight,movie,2008,"https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
429,"Our lives are defined by opportunities, even the ones we miss.",Benjamin Button,movie,2008,
430,"You see, in their last moments people show you who they really are.",The Dark Knight,movie,2008,"https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
431,"If you’re good at something, never do it for free.",The Dark Knight,movie,2008,"https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
432,I'm not a big fat panda. I'm THE big fat panda.,Kung Fu Panda,movie,2008,
433,You either die a hero or live long enough to see yourself become the villian.,The Dark Knight,movie,2008,"https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
434,Let's put a smile on that face!,The Dark Knight,movie,2008,"https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
435,"I believe whatever doesn’t kill you, simply makes you stranger.",The Dark Knight,movie,2008,"https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
436,"Is it better to be feared or respected? I say, is it too much to ask for both?",Ironman 1,movie,2008,
437,"Madness, as you know, is like gravity, all it takes is a little push.",The Dark Knight,movie,2008,"https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
438,"I am not in danger, I am the danger",Breaking Bad,movie,2008,
439,Some men just want to watch the world burn.,The Dark Knight,movie,2008,"https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
440,Does it depress you? To know just how alone you really are?,The Dark Knight,movie,2008,"https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
441,Fuck them kids,Soul Men,movie,2008,
442,Do i look like a guy with plan?,the dark knight,movie,2008,"https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
443,It's not about what I want. It's about what's fair!,The Dark Knight,movie,2008,"https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
444,Nobody panics when things go “according to plan”. Even if the plan is horrifying!,The Dark Knight,movie,2008,"https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
445,Adventure is out there,Up,movie,2009,"https://m.media-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
446,Nobody knows this mall better than I do.,Paul Blart: Mall Cop,movie,2009,
447,"If what I think is happening is happening, it better not be.",Fantastic Mr. Fox,movie,2009,"https://m.media-amazon.com/images/M/MV5BOGUwYTU4NGEtNDM4MS00NDRjLTkwNmQtOTkwMWMyMjhmMjdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
448,"I love you too, but I shouldn't have married you.",Fantastic Mr. Fox,movie,2009,"https://m.media-amazon.com/images/M/MV5BOGUwYTU4NGEtNDM4MS00NDRjLTkwNmQtOTkwMWMyMjhmMjdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
449,"I love rumors! Facts can be so misleading, but rumors, true or false, are often revealing",Inglorious Basterds,movie,2009,
450,Just because she likes the same bizzaro crap you do doesn't mean she's your soul mate.,500 Days of Summer,movie,2009,
451,Didn't I tell you not to come to my house? Nobody touches my child!,Obsessed,movie,2009,
452,"You've ever been to Del Frisco's? They cater, so for lunch I would love a twenty ounce porterhouse steak, medium maybe a little charred, with all the trimmings pommes frites, asparagus, and butter squash.",Law Abiding Citizen,movie,2009,
453,"We're all different... Him, especially. But there's something kind of fantastic about that, isn't there?",Fantastic Mr. Fox,movie,2009,"https://m.media-amazon.com/images/M/MV5BOGUwYTU4NGEtNDM4MS00NDRjLTkwNmQtOTkwMWMyMjhmMjdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
454,It is impossible to manufacture or imitate love,Harry Potter and the Half-Blood Prince,movie,2009,"https://m.media-amazon.com/images/M/MV5BNzU3NDg4NTAyNV5BMl5BanBnXkFtZTcwOTg2ODg1Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg"
455,Every path is the right path. Everything could've been anything else. And it would have just as much meaning.,Mr Nobody,movie,2009,
456,Hell is a teenage girl.,Jennifer's Body,movie,2009,
457,It was my bad. I was never a very good practical joker.,Zombieland,movie,2009,"https://m.media-amazon.com/images/M/MV5BMTU5MDg0NTQ1N15BMl5BanBnXkFtZTcwMjA4Mjg3Mg@@._V1_UY98_CR1,0,67,98_AL_.jpg"
458,This weapon seems made to order for the Brothers Grimm downstairs.,Pulp Fiction,movie,2009,"https://m.media-amazon.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY98_CR0,0,67,98_AL_.jpg"
459,Am I being flirted with by a psychotic rat?,Fantastic Mr. Fox,movie,2009,"https://m.media-amazon.com/images/M/MV5BOGUwYTU4NGEtNDM4MS00NDRjLTkwNmQtOTkwMWMyMjhmMjdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
460,"Well, how carefully should I tread? Because apparently I just killed two people, and you were about to let me walk right out that door! How MISGUIDED are you? I feed you a couple of bullshit legal precedents, and there you go - you jump on it like a bitch in heat.",Law Abiding Citizen,movie,2009,
461,"Redemption? Sure. But in the end, he's just another dead rat in a garbage pail behind a Chinese restaurant.",Fantastic Mr. Fox,movie,2009,"https://m.media-amazon.com/images/M/MV5BOGUwYTU4NGEtNDM4MS00NDRjLTkwNmQtOTkwMWMyMjhmMjdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
462,What happens in vegas stays in vegas,The Hangover,movie,2009,"https://m.media-amazon.com/images/M/MV5BNGQwZjg5YmYtY2VkNC00NzliLTljYTctNzI5NmU3MjE2ODQzXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
463,Whoops. Broke your 350 year old doorknob,The Social Network,movie,2010,"https://m.media-amazon.com/images/M/MV5BOGUyZDUxZjEtMmIzMC00MzlmLTg4MGItZWJmMzBhZjE0Mjc1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
464,"Which would be worse, to live a monster or die as a good man?",Shutter Island,movie,2010,"https://m.media-amazon.com/images/M/MV5BYzhiNDkyNzktNTZmYS00ZTBkLTk2MDAtM2U0YjU1MzgxZjgzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
465,You cocky cock! You'll pay for your crimes against humanity!,Scott Pilgrim VS. The World,movie,2010,
466,You want to know the difference between a master and a beginner? The master has failed more times that the beginner has ever tried.,Karate Kid,movie,2010,
467,An idea is like a virus. Resilient. Highly contagious. And even the smallest seed of an idea can grow. It can grow to define or destroy you.,Inception,movie,2010,"https://m.media-amazon.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
468,There's a benefit to losing: You get to learn from your mistakes.,Megamind,movie,2010,
469,A million dollars isn't cool. You know what's cool?,The Social Network,movie,2010,"https://m.media-amazon.com/images/M/MV5BOGUyZDUxZjEtMmIzMC00MzlmLTg4MGItZWJmMzBhZjE0Mjc1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
470,"It is a curious thing, Harry, but perhaps those who are best suited to power are those who have never sought it.",Harry Potter and the Deathly Hallows,movie,2010,
471,Dreams feel real while we're in them. It's only when we wake up that we realize something was actually strange.,Inception,movie,2010,"https://m.media-amazon.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
472,"You have nothing to fear, if you have nothing to hide.",Harry Potter and the Deathly Hallows,movie,2010,
473,"Only he knew the price he paid, to become the greatest birder of all time.",The Big Year,movie,2011,
474,Zaldrīzes buzdari iksos daor! (A dragon is not a slave!),Game of Thrones,tv,2011,
475,I'm so much better when you're around,One Day,movie,2011,
476,"The problem is, I pretty much fancy everyone. It's like I've just got out of prison all of the time.",One Day,movie,2011,
477,"When you play game of thrones, you win or you die, there is no middle ground!",Game of Thrones,tv,2011,
478,"A tortilla is either corn or wheat. But a corn tortilla folded and filled is a taco, whereas a filled wheat tortilla is a burrito. Deep fry a burrito, it's a chimichanga.Toast a tortilla, it's a tostada. Roll it, it's an enchilada.",One Day,movie,2011,
479,"No one should be immortal, if even one person has to die.",In Time,movie,2011,
480,"Of course it is happening inside your head, Harry, but why on earth should that mean that it is not real?",Harry Potter and the Deathly Hallows,movie,2011,
481,The winter is coming.,Game of Thrones,tv,2011,
482,Winter is coming!,Game of Thrones,tv,2011,
483,Chaos is a ladder!,Game of Thrones,tv,2011,
484,A Lannister always pays his debts,Game of Thrones,movie,2011,
485,You is kind. You is smart. You is important.,The Help,movie,2011,"https://m.media-amazon.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
486,"For a guy with a four digit IQ, I must have missed something.",Limitless,movie,2011,
487,Go to work and have a fun.,The Raid Redemption,movie,2011,
488,Hodor,Game of Thrones,movie,2011,
489,Never Stop Looking for What's Not There.,The Magic of Belle Isle,movie,2012,
490,"Cause if we can't protect the Earth, you can be damn sure we'll avenge it.",The Avengers,movie,2012,"https://m.media-amazon.com/images/M/MV5BNDYxNjQyMjAtNTdiOS00NGYwLWFmNTAtNThmYjU5ZGI2YTI1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
491,You had my curiosity. But now you have my attention.,Django Unchained,movie,2012,"https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
492,"Gentlemen, you had my curiosity, but now you have my attention.",Django Unchained,movie,2012,"https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
493,"There are those who say fate is something beyond our command, that destiny is not our own. But I know better. Our fate lives within us. You only have to be brave enough to see it.",Brave,movie,2012,
494,"Above all, don't lose hope",Life of Pi,movie,2012,"https://m.media-amazon.com/images/M/MV5BNTg2OTY2ODg5OF5BMl5BanBnXkFtZTcwODM5MTYxOA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
495,"That’s my secret, Captain. I’m always angry.",The Avengers ,movie,2012,
