,quote,movie,type,year,poster_link
664,"Being genius is not enough, it takes courage to change people's hearts.",Green Book,movie,2018,"https://m.media-amazon.com/images/M/MV5BYzIzYmJlYTYtNGNiYy00N2EwLTk4ZjItMGYyZTJiOTVkM2RlXkEyXkFqcGdeQXVyODY1NDk1NjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
665,"Elsa, the past is not what it seems. You must find the truth.",Frozen II,movie,2019,
666,"I remember the story of an evil witch, at the princess she cursed to sleep forever. The story became legend. But this is no fairy tale.",Maleficent:The Mistress of Evil,movie,2019,
667,I can do this all day,Avengers: Endgame,movie,2019,"https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
668,I love you 3000.,Avengers: Endgame,movie,2019,"https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
669,I laugh in the face of danger,The Lion King,movie,2019,"https://m.media-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_UX67_CR0,0,67,98_AL_.jpg"
670,Being brave doesn’t mean you go looking for trouble.,The Lion King,movie,2019,"https://m.media-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_UX67_CR0,0,67,98_AL_.jpg"
671,"Lord knows, I’ve held onto way too much hate in my life. But all we have is now. All we have is now.",Waves,movie,2019,
672,All I have are negative thoughts.,Joker,movie,2019,"https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
673,Nothing is funnier than unhappiness.,Avengers: Endgame,movie,2019,"https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
674,"Is it just me, or is it getting crazier out there?",Joker,movie,2019,"https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
675, If you want to get crazy. We can get crazy.,Us,movie,2019,
676,"A new chapter of my life has begun. Already, I can feel the weight of this crown I wear.",The King,movie,2019,
677,You all love twisting the knife into one another.,Knives Out,movie,2019,"https://m.media-amazon.com/images/M/MV5BMGUwZjliMTAtNzAxZi00MWNiLWE2NzgtZGUxMGQxZjhhNDRiXkEyXkFqcGdeQXVyNjU1NzU3MzE@._V1_UX67_CR0,0,67,98_AL_.jpg"
678,"Things are very uncomfortable between us, but we’re stuck in a house together.",The Lodge,movie,2019,
679,Pearl Harbor is the greatest intelligence failure in American history.,Midway,movie,2019,
680,There’s nothing you can’t do if you try.,Dr Stone,anime,2019,
681,I just want to escape. Dad always wanted me to travel the world. Someday.,Abominable,movie,2019,
682,"They have all the money, all the firepower, and they’ll use it. I know, I was one of them.",Dark Waters,movie,2019,"https://m.media-amazon.com/images/M/MV5BODQ0M2Y5M2QtZGIwMC00MzJjLThlMzYtNmE3ZTMzZTYzOGEwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
683,I think the best thing we can do is to let people know that each one of them is precious.,A Beautiful Day in the Neighbourhood,movie,2019,
684,"Well, I’ve got no leashes, or fences. With me, every day could be an adventure.",The Lady and the Tramp,movie,2019,
685,"You're really lucky, you know that? You didn't have to wait your whole life to do something special.",El Camino,movie,2019,
686,"Even if we do ignore the previous data, Broly's latent abilities are quite remarkable.",Dragon Ball Super: Broly,movie,2019,
687,My mother always tells me to smile and put on a happy face. She told me I had a purpose to bring laughter and joy to the world.,Joker,movie,2019,"https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
688,How truly magnificent! I think this battle is about to come to a rousing finale!,Dragon Ball Super: Broly,movie,2019,
689,Today the impossible becomes the possible. ,The Current War,movie,2019,
690,There is no punchline.,Joker,movie,2019,"https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
691,"Is it just me, or is it getting crazier out there?’",Joker,movie,2019,"https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
692,That's MotherF****** street poetic justice.,Shaft,movie,2019,
693,"Maybe it's because I'm constantly fighting, destro…d to be a lower-class warrior... like my Kakarot.",Dragon Ball Super: Broly,movie,2019,
694,"These barbarians pretend to be submissive, but the…a sleeping beast down, before it can be awakened.",Dragon Ball Super: Broly,movie,2019,
695,"Time means nothing. Jeremy Bearimy, baby. We’ll just get through this. And then you and I can chill out in the dot of the I forever.",The Good Place,tv,2019,
696,The worst part of having a mental illness is people expect you to behave as if you don't,Joker,movie,2019,"https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
697,"You give me your loyalty, and I’ll guarantee that each and every one of you will have a chance to be a warrior, to actually be a part of history.",The Kill Team,movie,2019,
698,What do you want most in the world?,Anna,movie,2019,
699,I do what I do because of my dad. He was a hero. He gave his life for the pursuit of knowledge.,Ad Astra,movie,2019,
700,"You've got a lot to learn. Here on Earth, we like …have to listen to what the others tell you to do.",Dragon Ball Super: Broly,movie,2019,
701,Following's not really my style.,Marvel's The Avengers,movie,2019,
702,I have nothing to prove to you,Captain Marvel,movie,2019,
703,"Dude, you are on fire.",El Camino,movie,2019,
704,This is me. This is how I win.,Uncut Gems,movie,2019,
705,Why have average when you can have extraordinary?,The Boys,tv,2019,
706,You are my lighting rod.,Avengers: Endgame,movie,2019,"https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
707,"Bruce Lee: My hands are registered as lethal weapons. We get into a fight, I accidentally kill you... I go to jail.",Once Upon a Time in Hollywood,movie,2019,
708,"I'm as real as a donut, motherfucker.",Once Upon a Time in Hollywood,movie,2019,
709,"I used to think that my life was a tragedy. But now I realize, it’s a comedy.",Joker,movie,2019,"https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
710,"I use the words you taught me. If they don't mean anything any more, teach me others. Or let me be silent.",Avengers: Endgame,movie,2019,"https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
711,I used to use this little gun when I was a prostitude.,Pineapple Express,movie,2019,
712,If you want to get crazy. We can get crazy.,Us,movie,2019,
713,"If you can only do one thing, hone it to perfection. Hone it to the utmost limit!",Kimetsu no Yaiba,anime,2019,
714,You get what you f***ing deserve !!,Joker,movie,2019,"https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
715,"You don't listen, do you?",Joker,movie,2019,"https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
716,Never let your wings be stolen for you,Maleficent:The Mistress of Evil,movie,2019,
717,"Guns, lots of guns.",John Wick 3: Parabellum,movie,2019,
718,I was so sure my strength was getting close to it'…on this planet... Then who would I train against.,Dragon Ball Super: Broly,movie,2019,
719,No amount of money ever bought a second of time.,Avengers: Endgame,movie,2019,"https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
720,The end is in the beginning and yet you go on.,Avengers: Endgame,movie,2019,"https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
721,This meeting of The Losers Club has officially begun.,It Chapter Two,movie,2019,
722," Spider-Pig, Spider-Pig. Does whatever a Spider-Pig does. Can he swing from a web? No he can't, he's a pig. Look out! He is a Spider-Pig!",The Simpsons Movie,movie,2019,
723,Let’s do this.,Men in Black,movie,2019,
724,"It looks as though he's managed to transform someh… his human form, retaining his speed and agility.",Dragon Ball Super: Broly,movie,2019,
725,I just hope my death makes more cents than my life.,Joker,movie,2019,"https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
726,I am Iron Man.,Avengers: Endgame,movie,2019,"https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
727,I didn't know if you were lost. Stick with me. I'll keep you safe.,Us,movie,2019,
728,This guy's awesome! He's holding his own while still in his base form!,Dragon Ball Super: Broly,movie,2019,
729,"Murder is murder, it don’t matter who you are.",Black and Blue,movie,2019,
730,"You know what a lion is? A lion is a strong animal. They do what the fuck they wanna do. Take what they want, eat what they want, they run when they feel like it. Lion.",Between Two Ferns: The Movie,movie,2019,
731,That was the best acting i've ever seen in my whole life.,Once Upon a Time in Hollywood,movie,2019,
